CIC0,SM1_Dz(Z),GATS1i,MLOGP,LC50,NdsCH_1,NdsCH_2,NdsCH_3,NdsCH_4,NdssC_1,NdssC_2,NdssC_3,NdssC_4,NdssC_5,NdssC_6
3.73,0.829,1.562,3.182,4.732,False,False,False,False,True,False,False,False,False,False
1.831,1.182,1.901,0.158,1.234,False,False,False,False,False,True,False,False,False,False
4.141,0.134,1.22,4.833,6.233,False,False,False,False,False,False,False,False,False,False
3.035,0.223,1.941,1.209,2.107,False,False,False,False,False,False,False,False,False,False
3.461,0.223,1.12,2.813,4.47,False,False,False,False,False,False,False,False,False,False
3.867,0.0,1.4,3.659,5.678,False,True,False,False,False,False,False,False,False,False
1.713,1.098,1.752,-0.297,3.046,False,False,False,False,False,False,False,False,False,False
2.441,0.88,1.54,0.057,4.92,False,False,False,False,False,True,False,False,False,False
1.634,0.713,1.19,1.313,2.782,False,False,False,False,False,False,False,False,False,False
3.13,0.429,0.88,2.679,5.229,False,False,False,False,False,False,False,False,False,False
1.886,1.153,0.523,2.938,4.737,False,False,False,False,False,False,False,False,False,False
1.886,1.115,0.653,2.646,4.342,False,False,False,False,False,False,False,False,False,False
3.684,1.275,1.072,4.764,7.691,False,False,False,False,True,False,False,False,False,False
4.461,0.405,1.139,4.548,4.727,False,False,False,False,True,False,False,False,False,False
3.087,0.223,0.96,2.42,3.979,True,False,False,False,False,False,False,False,False,False
3.822,0.0,1.125,4.044,5.51,True,False,False,False,False,False,False,False,False,False
3.113,1.593,1.319,4.038,6.143,True,False,False,False,True,False,False,False,False,False
2.565,0.452,1.529,0.242,2.115,False,False,False,False,False,False,False,False,False,False
2.217,0.845,0.793,2.429,5.189,True,False,False,False,False,False,False,False,False,False
2.95,1.772,1.351,3.11,5.383,False,False,False,False,False,False,False,True,False,False
3.402,0.496,1.45,2.345,4.557,True,False,False,False,False,False,False,False,False,False
3.618,0.842,1.686,1.661,5.184,False,False,False,False,False,True,False,False,False,False
3.613,1.336,0.839,2.459,4.886,False,False,False,False,False,False,False,False,False,False
3.739,0.0,1.204,3.374,5.434,False,False,False,False,True,False,False,False,False,False
2.251,1.501,1.197,4.19,5.632,False,False,False,False,False,False,False,False,False,False
2.454,1.075,0.951,2.359,6.317,False,False,False,False,False,False,False,False,False,False
2.216,0.582,1.287,1.467,2.74,False,False,False,False,False,False,False,False,False,False
3.323,1.232,1.134,4.207,6.525,False,False,False,False,False,False,False,False,False,False
2.126,0.83,1.455,2.459,5.82,False,False,False,False,True,False,False,False,False,False
1.886,0.988,0.764,2.343,3.889,False,False,False,False,False,False,False,False,False,False
3.175,0.859,2.095,2.59,4.095,False,False,False,False,False,False,False,False,False,False
3.641,1.192,1.481,3.16,5.052,False,False,False,False,True,False,False,False,False,False
2.019,1.317,1.288,2.689,4.368,False,False,False,False,False,False,False,False,False,False
3.709,1.371,1.478,3.909,5.568,False,False,False,False,True,False,False,False,False,False
2.479,0.887,0.954,1.748,4.458,False,False,False,False,False,False,False,False,False,False
3.559,0.223,1.36,2.446,3.458,False,False,False,False,False,False,False,False,False,False
4.05,0.693,1.381,3.618,5.667,False,False,False,False,False,True,False,False,False,False
3.24,0.56,0.889,2.214,4.544,False,False,False,False,False,False,False,False,False,False
4.829,0.331,1.521,4.57,6.347,False,False,False,True,False,False,False,True,False,False
2.079,0.988,0.836,2.481,2.608,False,False,False,False,True,False,False,False,False,False
4.037,0.134,1.563,3.806,5.18,False,False,False,False,False,False,False,False,False,False
2.137,0.223,1.179,0.655,3.779,False,False,False,False,False,False,False,False,False,False
3.421,0.58,1.7,1.57,5.029,False,False,False,False,True,False,False,False,False,False
1.279,1.327,1.284,2.2,4.697,False,False,False,False,False,False,False,False,False,False
3.252,0.499,0.832,4.416,4.674,False,False,False,False,False,False,False,False,False,False
3.252,0.499,0.832,4.416,4.384,False,False,False,False,False,False,False,False,False,False
3.739,0.0,0.7,4.76,7.346,False,False,False,False,False,False,False,False,False,False
2.591,0.331,1.629,0.874,2.395,False,False,False,False,False,False,False,False,False,False
2.118,0.956,1.643,-2.03,3.638,False,False,False,False,False,False,False,False,False,False
3.274,1.214,1.011,3.311,6.54,False,False,False,False,False,False,False,False,False,False
2.544,0.223,1.245,1.064,3.38,False,False,False,False,False,False,False,False,False,False
2.08,0.764,0.788,1.514,4.961,False,False,False,False,False,False,False,False,False,False
2.8,0.693,1.091,1.437,3.603,False,False,False,False,True,False,False,False,False,False
3.9,0.429,1.572,2.297,3.842,False,False,False,False,True,False,False,False,False,False
3.177,0.918,1.919,2.031,4.116,False,False,False,False,False,False,False,False,False,False
2.111,1.477,1.298,3.225,5.73,False,False,False,False,False,False,False,False,False,False
3.609,0.811,1.208,3.291,4.38,False,False,False,False,False,False,False,False,False,False
3.261,0.331,2.047,0.915,4.182,False,False,False,False,True,False,False,False,False,False
3.38,0.702,1.527,1.579,3.841,False,False,False,False,True,False,False,False,False,False
2.818,0.88,1.488,1.182,3.726,False,False,False,False,False,False,False,False,False,False
2.442,0.934,0.984,3.259,4.208,False,False,False,False,True,False,False,False,False,False
3.63,0.134,1.476,3.358,4.305,False,False,False,False,False,False,False,False,False,False
4.535,0.56,1.137,4.332,8.571,True,False,False,False,False,True,False,False,False,False
3.756,0.0,0.964,4.23,4.425,False,False,False,False,False,False,False,False,False,False
2.198,0.798,0.79,2.056,3.328,False,False,False,False,True,False,False,False,False,False
3.159,0.965,1.584,1.121,3.77,False,False,False,False,False,True,False,False,False,False
2.862,1.031,1.828,-0.463,4.512,False,False,False,False,False,False,True,False,False,False
4.121,0.829,1.551,3.913,5.653,False,False,False,False,True,False,False,False,False,False
2.309,0.907,0.871,3.046,3.775,False,False,False,False,False,False,False,False,False,False
3.69,0.223,1.062,2.726,3.599,False,False,False,False,False,False,False,False,False,False
3.282,0.56,1.749,1.117,3.757,False,False,False,False,False,True,False,False,False,False
3.465,2.171,0.888,6.515,3.623,False,False,False,False,False,False,False,False,False,False
3.252,0.223,1.077,2.51,4.22,False,False,False,False,False,False,False,False,False,False
4.085,0.134,1.482,4.234,5.63,False,False,False,False,False,False,False,False,False,False
2.726,0.496,1.108,1.06,3.1,False,False,False,False,True,False,False,False,False,False
2.079,0.988,0.836,2.481,3.298,False,False,False,False,True,False,False,False,False,False
3.867,0.134,1.174,3.386,4.064,False,False,False,False,False,False,False,False,False,False
3.33,0.56,1.555,1.042,3.691,False,False,False,False,False,True,False,False,False,False
2.304,1.028,1.124,2.433,4.635,False,False,False,False,False,False,False,False,False,False
3.691,0.711,1.073,1.746,5.472,False,False,False,False,False,True,False,False,False,False
3.323,0.405,1.17,2.592,4.577,False,False,False,False,False,True,False,False,False,False
3.501,0.405,1.585,2.27,5.147,True,False,False,False,True,False,False,False,False,False
2.594,0.251,0.861,1.68,3.112,False,False,False,False,False,False,False,False,False,False
3.38,0.874,0.903,3.184,5.278,False,False,False,False,True,False,False,False,False,False
3.332,0.134,0.909,3.051,4.891,False,False,False,False,False,False,False,False,False,False
3.578,0.496,1.406,2.391,4.32,False,False,False,False,True,False,False,False,False,False
2.857,1.421,2.282,2.357,4.295,False,False,False,False,False,False,False,False,False,False
2.634,0.223,0.939,1.834,3.926,False,False,False,False,False,False,False,False,False,False
2.836,1.86,1.046,4.452,8.207,False,False,False,False,False,True,False,False,False,False
3.179,0.0,0.805,2.994,4.154,False,False,False,False,False,False,False,False,False,False
3.588,0.251,1.506,1.564,3.57,False,False,False,False,False,False,False,False,False,False
3.026,0.251,2.164,0.314,1.812,False,False,False,False,False,False,False,False,False,False
3.739,0.0,1.161,4.431,5.68,False,False,False,False,False,False,False,False,False,False
2.955,0.331,1.313,0.652,2.961,False,False,False,False,False,False,False,False,False,False
1.844,1.275,0.804,3.109,6.72,False,False,False,False,False,False,False,False,False,False
4.395,0.134,1.546,4.651,6.484,False,False,False,False,False,False,False,False,False,False
3.128,0.713,0.797,4.017,5.039,False,False,False,False,True,False,False,False,False,False
2.417,1.028,1.162,3.19,4.169,False,False,False,False,True,False,False,False,False,False
3.055,1.273,1.132,2.931,5.393,False,False,False,False,False,False,False,False,False,False
2.624,1.621,1.502,3.213,6.314,False,False,False,False,False,False,False,False,False,False
3.436,1.225,1.839,2.054,5.087,False,False,False,False,False,False,False,False,False,False
2.423,0.949,1.15,1.94,2.44,False,False,False,False,False,False,False,False,False,False
2.548,0.947,1.051,1.66,3.588,True,False,False,False,False,False,False,False,False,False
2.647,1.286,1.278,1.602,4.508,False,False,False,False,False,False,False,False,False,False
3.196,1.38,1.234,1.321,6.018,False,False,False,False,False,False,False,False,False,False
3.378,1.38,1.25,1.654,4.854,False,False,False,False,False,False,False,False,False,False
2.396,1.593,1.351,3.32,6.023,False,False,False,False,False,False,False,False,False,False
1.983,1.714,2.105,2.358,5.062,False,False,False,False,False,False,False,False,False,False
4.086,0.452,1.843,0.37,3.463,False,False,False,False,False,False,False,False,False,False
3.353,0.405,1.418,1.878,5.018,True,False,False,False,True,False,False,False,False,False
3.174,1.586,0.91,5.361,7.382,False,True,False,False,False,True,False,False,False,False
3.567,0.711,1.501,1.759,4.043,True,False,False,False,False,False,True,False,False,False
3.591,0.58,1.685,1.851,4.117,False,False,False,False,True,False,False,False,False,False
3.81,1.025,1.055,0.215,3.838,False,False,False,False,False,True,False,False,False,False
3.311,0.972,2.208,-0.165,4.244,False,False,False,False,False,False,True,False,False,False
0.667,1.03,0.906,1.064,5.558,False,False,False,False,False,False,False,False,False,False
3.979,1.306,1.404,5.176,4.239,False,False,False,False,True,False,False,False,False,False
2.862,1.54,1.226,3.896,6.171,False,False,False,False,False,False,False,False,False,False
2.183,0.93,0.846,1.395,4.739,False,False,False,False,False,False,False,False,False,False
2.74,1.04,1.603,2.646,4.215,False,False,False,False,True,False,False,False,False,False
3.001,0.651,0.781,4.203,5.262,False,False,False,False,False,False,False,False,False,False
3.378,1.38,1.25,1.654,5.933,False,False,False,False,False,False,False,False,False,False
3.55,1.182,1.624,2.433,4.811,False,False,False,False,False,False,False,False,False,False
4.311,1.496,0.964,3.522,5.19,False,False,False,False,False,False,False,False,False,False
3.587,0.675,2.108,2.527,3.656,False,False,False,False,False,False,False,False,False,False
2.893,1.236,0.907,3.842,6.047,False,False,False,False,False,False,False,False,False,False
3.898,0.887,1.45,4.066,5.999,False,False,False,False,False,False,False,False,False,False
3.675,1.718,1.248,3.167,4.136,False,False,False,False,False,False,False,False,False,False
2.817,1.012,1.521,-1.169,2.069,False,False,False,False,False,False,True,False,False,False
3.937,0.762,1.708,1.145,3.297,False,False,False,False,False,False,False,False,False,False
1.965,1.028,0.762,2.116,5.303,False,False,False,False,False,False,False,False,False,False
2.819,0.732,1.483,1.717,2.941,False,False,False,False,False,False,False,False,False,False
2.019,1.317,0.77,3.617,5.93,False,False,False,False,False,False,False,False,False,False
1.822,0.681,0.794,2.335,3.696,False,False,False,False,False,False,False,False,False,False
2.928,1.131,0.908,3.508,5.86,False,False,False,False,False,True,False,False,False,False
2.479,0.887,0.954,1.748,4.119,False,False,False,False,False,False,False,False,False,False
3.793,0.134,0.93,4.054,6.038,False,False,False,False,False,False,False,False,False,False
3.38,1.749,1.135,3.305,4.951,False,False,False,False,True,False,False,False,False,False
4.181,0.57,1.383,4.379,6.213,False,False,False,False,False,False,False,False,False,False
2.297,0.762,0.798,2.841,3.555,False,False,False,False,False,False,False,False,False,False
2.206,1.3,1.36,2.371,4.739,False,False,False,False,False,False,False,False,False,False
3.407,1.548,1.653,1.145,6.258,False,False,False,False,False,False,False,False,False,False
1.844,1.275,0.804,3.109,6.784,False,False,False,False,False,False,False,False,False,False
2.216,0.389,0.796,1.953,3.751,False,False,False,False,False,False,False,False,False,False
4.372,0.134,1.254,5.339,6.569,False,False,False,False,False,False,False,False,False,False
3.065,1.079,0.825,5.472,6.882,False,False,False,False,False,False,False,False,False,False
1.786,0.702,1.081,-1.265,8.132,False,False,False,False,False,False,False,False,False,False
1.883,0.916,1.207,1.188,1.153,False,False,False,False,True,False,False,False,False,False
2.11,0.773,0.773,2.57,3.36,False,False,False,False,True,False,False,False,False,False
1.975,0.802,0.775,2.799,4.227,True,False,False,False,False,False,False,False,False,False
3.629,0.223,0.802,3.571,4.269,False,False,False,False,False,False,False,False,False,False
2.309,0.907,0.871,3.046,3.782,False,False,False,False,False,False,False,False,False,False
3.316,0.223,1.571,1.795,3.854,True,False,False,False,False,False,False,False,False,False
4.223,0.638,1.117,3.557,8.169,False,False,False,False,True,False,False,False,False,False
3.333,0.405,0.963,2.974,5.63,True,False,False,False,False,False,False,False,False,False
3.749,0.331,1.278,2.773,4.777,False,False,False,False,False,False,False,False,False,False
3.351,0.797,2.456,-0.197,3.903,False,True,False,False,False,False,False,False,False,False
3.098,0.93,1.075,2.702,5.65,False,False,False,False,False,False,False,False,False,False
3.734,0.223,1.374,3.661,5.159,False,False,False,False,False,False,False,False,False,False
3.073,1.493,1.279,3.737,6.645,False,False,False,False,False,False,False,False,False,False
3.249,2.071,1.327,3.948,6.446,False,False,False,False,False,False,False,False,False,False
2.137,0.223,1.375,0.548,4.865,False,False,True,False,False,False,False,False,False,False
4.247,0.58,1.36,3.062,5.066,False,True,False,False,True,False,False,False,False,False
2.375,1.026,1.09,2.553,3.895,False,False,False,False,True,False,False,False,False,False
1.634,0.713,1.19,1.313,2.056,False,False,False,False,False,False,False,False,False,False
2.309,0.762,0.845,1.091,3.601,True,False,False,False,False,False,False,False,False,False
3.219,0.811,1.127,2.604,4.257,False,False,False,False,False,False,False,False,False,False
4.205,1.512,1.046,2.11,5.002,False,False,False,False,False,True,False,False,False,False
2.24,0.405,1.203,-0.316,2.286,False,False,False,False,False,False,False,False,False,False
2.233,0.46,0.789,2.206,4.96,True,False,False,False,False,False,False,False,False,False
3.24,0.693,1.487,1.002,3.598,True,False,False,False,False,False,False,False,False,False
2.297,0.762,0.798,2.841,3.608,False,False,False,False,False,False,False,False,False,False
2.374,0.811,0.817,2.841,5.277,True,False,False,False,False,False,False,False,False,False
2.568,0.389,1.012,2.296,3.513,False,False,False,False,False,False,False,False,False,False
3.734,0.223,1.282,2.502,3.387,False,False,False,False,False,False,False,False,False,False
3.601,0.223,1.254,2.357,3.141,False,False,False,False,True,False,False,False,False,False
3.08,0.405,1.609,1.619,3.528,False,False,False,False,False,True,False,False,False,False
3.734,0.223,1.426,2.502,3.18,False,False,False,False,False,False,False,False,False,False
4.532,0.405,1.189,4.639,5.307,True,False,False,False,False,False,False,True,False,False
4.324,0.0,1.205,4.738,4.302,False,False,False,False,True,False,False,False,False,False
3.08,0.223,1.462,1.442,3.518,True,False,False,False,False,False,False,False,False,False
3.073,0.693,1.438,0.787,1.055,False,False,False,False,False,True,False,False,False,False
1.962,1.345,0.783,3.617,5.752,False,False,False,False,False,False,False,False,False,False
3.386,0.251,1.225,1.586,3.086,False,False,False,False,False,False,False,False,False,False
2.448,0.638,0.921,1.701,3.521,False,False,False,False,False,False,False,False,False,False
3.25,0.0,0.95,3.259,3.926,False,False,False,False,False,False,False,False,False,False
2.824,0.223,1.051,1.801,3.168,False,False,False,False,False,False,False,False,False,False
3.134,0.223,1.193,1.548,2.692,False,False,False,False,False,False,False,False,False,False
3.11,0.0,1.079,2.42,3.974,False,True,False,False,False,False,False,False,False,False
2.309,0.762,1.118,-0.129,2.715,False,False,False,False,False,True,False,False,False,False
3.2,0.711,1.235,0.779,2.681,False,False,False,False,False,False,True,False,False,False
3.337,1.443,0.913,6.166,7.429,False,False,False,False,False,False,False,False,False,False
2.077,1.236,0.829,3.458,4.424,False,False,False,False,True,False,False,False,False,False
2.086,0.331,1.221,0.143,3.815,True,False,False,False,False,False,False,False,False,False
3.7,0.223,1.556,2.446,3.662,False,False,False,False,True,False,False,False,False,False
0.965,0.732,1.359,0.435,3.481,False,False,False,False,True,False,False,False,False,False
2.183,0.93,0.846,1.395,4.224,False,False,False,False,False,False,False,False,False,False
2.031,0.496,1.952,-0.703,1.231,False,False,False,False,True,False,False,False,False,False
2.428,0.956,2.609,0.113,1.301,False,False,False,False,False,False,False,False,False,False
3.871,0.829,1.558,3.026,4.539,False,False,False,False,True,False,False,False,False,False
3.046,0.0,1.333,2.352,4.075,False,False,False,False,False,True,False,False,False,False
4.532,0.405,1.189,4.639,5.104,False,True,False,False,False,False,True,False,False,False
2.238,1.513,2.078,0.489,4.513,False,False,False,False,False,False,False,False,False,False
2.841,0.88,1.705,0.226,1.647,False,False,False,False,False,False,True,False,False,False
4.031,1.113,1.106,4.579,7.64,True,False,False,False,False,True,False,False,False,False
2.479,0.887,0.954,1.748,4.912,False,False,False,False,False,False,False,False,False,False
3.252,0.223,1.077,2.51,4.02,False,False,False,False,False,False,False,False,False,False
2.094,0.827,0.86,1.886,5.449,False,False,False,False,False,False,False,False,False,False
2.728,0.134,0.923,2.102,3.42,False,False,False,False,False,False,False,False,False,False
2.824,0.223,1.0,2.102,3.36,True,False,False,False,False,False,False,False,False,False
2.971,0.972,1.255,2.052,4.565,False,False,False,False,False,True,False,False,False,False
2.477,0.405,0.876,1.7,2.474,False,False,False,False,True,False,False,False,False,False
1.977,1.112,0.881,2.37,4.798,False,False,False,False,False,False,False,False,False,False
2.439,0.93,0.924,1.748,5.007,False,False,False,False,False,False,False,False,False,False
3.049,0.762,1.258,1.996,4.369,False,False,False,False,False,True,False,False,False,False
3.78,0.0,1.182,3.854,4.938,False,False,False,False,False,False,False,False,False,False
3.219,0.811,1.151,2.604,3.397,False,False,False,False,False,False,False,False,False,False
2.495,0.56,0.835,1.643,1.969,False,False,False,False,True,False,False,False,False,False
3.026,0.405,1.787,1.373,2.551,False,False,False,False,True,False,False,False,False,False
2.875,0.582,2.311,1.587,3.075,False,False,False,False,False,False,False,False,False,False
2.126,0.83,0.899,3.478,4.263,False,False,False,False,False,False,False,False,False,False
1.639,0.83,1.445,2.081,5.05,False,True,False,False,False,False,False,False,False,False
3.669,0.486,1.374,3.291,4.61,False,False,False,False,False,False,False,False,False,False
3.609,0.811,1.208,3.291,4.469,False,False,False,False,False,False,False,False,False,False
2.33,0.932,0.931,2.529,4.559,False,False,False,False,True,False,False,False,False,False
2.542,0.429,1.891,0.562,2.12,False,False,False,False,False,False,False,False,False,False
2.456,0.331,0.875,1.294,2.263,False,False,False,False,True,False,False,False,False,False
3.18,1.281,1.246,2.492,4.963,False,False,False,False,False,False,False,False,False,False
2.482,1.303,1.415,0.575,4.919,False,False,False,False,False,False,False,False,False,False
2.719,0.891,2.292,1.94,3.289,False,False,False,False,False,False,False,False,False,False
3.023,0.56,1.168,1.75,3.379,False,False,False,False,True,False,False,False,False,False
2.251,0.638,0.871,1.61,4.021,True,False,False,False,False,False,False,False,False,False
4.88,0.134,1.853,2.217,4.77,False,False,False,False,False,False,False,False,False,False
2.08,0.891,0.816,2.729,4.41,False,False,False,False,False,False,False,False,False,False
2.876,0.928,1.372,1.737,6.148,False,False,False,False,True,False,False,False,False,False
2.251,0.638,0.871,1.61,4.175,True,False,False,False,False,False,False,False,False,False
4.139,0.496,1.43,4.206,5.767,False,False,False,False,True,False,False,False,False,False
2.122,1.621,1.511,2.64,5.677,False,False,False,False,False,False,False,False,False,False
4.061,0.134,1.658,-0.294,3.151,False,False,False,False,False,False,False,False,False,False
3.067,1.286,1.309,2.223,5.318,False,False,False,False,False,False,False,False,False,False
2.125,0.73,1.537,0.883,3.007,False,False,False,False,False,False,False,False,False,False
3.452,0.331,1.098,2.54,3.742,False,False,False,False,True,False,False,False,False,False
2.479,0.887,0.954,1.748,5.341,False,False,False,False,False,False,False,False,False,False
3.528,1.74,1.288,0.626,5.466,False,False,False,False,False,False,False,False,False,False
2.802,0.223,1.6,1.064,1.999,False,False,False,False,True,False,False,False,False,False
3.609,0.811,1.208,3.291,4.247,False,False,False,False,False,False,False,False,False,False
3.198,0.405,1.399,1.897,3.874,False,False,False,False,False,False,False,False,False,False
2.888,0.251,1.771,1.398,2.983,False,False,False,False,False,False,False,False,False,False
4.443,0.251,1.287,4.453,6.483,False,False,False,True,False,False,True,False,False,False
1.783,0.57,1.187,2.033,6.064,True,False,False,False,False,False,False,False,False,False
2.333,0.251,2.327,-0.241,3.884,False,False,False,False,False,False,False,False,False,False
3.526,0.711,1.586,1.569,3.66,False,False,False,False,False,False,True,False,False,False
3.526,0.711,1.596,0.757,3.423,False,False,False,False,False,False,True,False,False,False
2.366,0.405,1.735,-0.534,0.242,False,False,False,False,False,False,False,False,False,False
2.508,0.58,0.941,1.701,3.799,False,False,False,False,False,False,False,False,False,False
4.436,0.764,1.227,5.258,5.412,False,False,False,False,True,False,False,False,False,False
4.356,1.028,1.224,5.741,5.758,False,False,False,False,True,False,False,False,False,False
2.183,0.93,0.846,1.395,3.666,False,False,False,False,False,False,False,False,False,False
3.012,0.223,1.023,2.193,3.751,False,False,False,False,False,False,False,False,False,False
3.103,0.134,1.016,2.193,3.21,False,False,False,False,False,False,False,False,False,False
3.05,0.405,0.868,2.233,6.195,True,False,False,False,False,False,True,False,False,False
2.585,1.586,1.352,4.092,6.551,False,False,False,False,False,False,False,False,False,False
1.962,1.345,0.783,3.617,5.352,False,False,False,False,False,False,False,False,False,False
3.143,0.134,1.641,1.209,2.264,False,False,False,False,False,False,False,False,False,False
2.803,1.501,1.124,4.053,5.385,False,False,False,False,False,False,False,False,False,False
2.126,0.977,0.771,3.795,4.762,False,False,False,False,False,False,False,False,False,False
4.532,0.405,1.189,4.639,5.541,False,True,False,False,False,True,False,False,False,False
2.528,0.58,1.297,1.539,3.025,False,False,False,False,False,False,False,False,False,False
3.103,0.134,1.016,2.193,3.651,False,False,False,False,False,False,False,False,False,False
3.171,0.134,1.189,2.42,3.569,True,False,False,False,False,False,False,False,False,False
3.103,0.134,1.016,2.193,3.22,False,False,False,False,False,False,False,False,False,False
2.456,0.64,0.937,2.461,4.286,False,False,False,False,False,False,False,False,False,False
3.26,0.251,1.287,1.994,2.745,False,False,False,False,True,False,False,False,False,False
2.802,0.223,1.6,1.064,4.423,True,False,False,False,False,False,False,False,False,False
3.08,0.223,1.583,1.442,2.369,False,False,False,False,True,False,False,False,False,False
3.046,0.0,1.333,2.352,3.614,False,False,False,True,False,False,False,False,False,False
2.217,0.659,0.788,1.758,3.727,False,False,False,False,False,False,False,False,False,False
4.258,0.223,1.538,4.506,5.741,False,False,False,False,True,False,False,False,False,False
4.717,0.223,1.288,4.804,6.384,True,False,False,False,True,False,False,False,False,False
3.143,0.134,1.641,1.209,2.487,False,False,False,False,False,False,False,False,False,False
3.423,1.19,1.993,-1.358,3.689,False,False,False,False,False,False,False,True,False,False
3.332,0.134,1.068,2.242,3.806,False,False,False,False,False,False,False,False,False,False
2.748,0.223,2.048,0.8,1.462,False,False,False,False,False,False,False,False,False,False
4.135,0.58,1.263,2.904,5.538,True,False,False,False,False,True,False,False,False,False
3.485,0.223,1.614,1.94,2.853,False,False,False,False,False,False,False,False,False,False
2.377,0.827,0.938,2.239,5.005,False,False,False,False,False,False,False,False,False,False
2.508,0.58,0.941,1.701,3.483,False,False,False,False,False,False,False,False,False,False
2.377,0.827,0.938,2.239,3.991,False,False,False,False,False,False,False,False,False,False
3.314,0.331,1.173,3.112,3.812,True,False,False,False,False,False,False,False,False,False
3.788,0.693,1.365,2.576,4.664,False,False,False,False,False,True,False,False,False,False
2.086,1.685,0.396,4.594,6.72,False,False,False,False,False,False,False,False,False,False
2.26,1.443,0.902,4.926,6.006,False,False,False,False,False,False,False,False,False,False
1.925,1.364,0.421,4.19,5.591,False,False,False,False,False,False,False,False,False,False
2.377,0.827,0.938,2.239,5.083,False,False,False,False,False,False,False,False,False,False
2.215,0.887,0.888,1.395,4.33,False,False,False,False,False,False,False,False,False,False
3.905,0.56,1.399,2.65,4.947,True,False,False,False,False,False,False,False,False,False
3.023,0.56,1.349,1.239,3.917,True,False,False,False,False,False,False,False,False,False
2.726,0.496,1.179,1.06,3.661,False,False,False,False,True,False,False,False,False,False
2.568,0.582,0.931,2.461,3.594,False,False,False,False,False,False,False,False,False,False
2.636,0.827,0.999,2.573,4.393,False,False,False,False,False,False,False,False,False,False
2.439,0.93,0.924,1.748,4.856,False,False,False,False,False,False,False,False,False,False
2.781,0.711,1.147,1.515,3.846,False,False,False,False,False,False,False,False,False,False
