CIC0,SM1_Dz(Z),GATS1i,MLOGP,LC50,NdsCH_1,NdsCH_2,NdsCH_3,NdsCH_4,NdssC_1,NdssC_2,NdssC_3,NdssC_4,NdssC_5,NdssC_6
4.137,0.223,1.542,4.234,5.194,False,False,False,False,True,False,False,False,False,False
1.733,1.077,0.81,3.11,4.63,False,False,False,False,False,False,False,False,False,False
2.377,0.827,0.938,2.239,3.91,False,False,False,False,False,False,False,False,False,False
2.215,0.887,0.888,1.395,3.932,False,False,False,False,False,False,False,False,False,False
2.377,0.827,0.938,2.239,5.146,False,False,False,False,False,False,False,False,False,False
2.11,0.58,0.805,1.61,3.391,False,False,False,False,False,False,False,False,False,False
2.583,0.762,1.104,1.968,3.882,False,False,False,False,True,False,False,False,False,False
2.11,0.58,0.805,1.61,3.787,False,False,False,False,False,False,False,False,False,False
2.329,0.711,0.868,1.229,3.097,False,False,False,False,True,False,False,False,False,False
2.512,0.134,0.862,1.506,3.078,False,False,False,False,False,False,False,False,False,False
1.512,0.57,0.879,-0.317,2.445,False,False,False,False,True,False,False,False,False,False
2.092,1.359,2.273,1.246,4.796,True,False,False,False,True,False,False,False,False,False
1.774,0.429,2.299,-0.41,1.897,False,False,False,False,False,False,False,False,False,False
3.052,0.638,0.903,3.237,4.906,False,False,False,False,False,False,False,False,False,False
3.314,0.331,1.397,2.048,4.473,False,False,True,False,False,False,False,False,False,False
3.554,0.629,0.945,3.315,3.459,False,False,False,False,False,False,False,False,False,False
2.726,0.496,1.179,1.06,2.126,False,False,False,False,True,False,False,False,False,False
2.983,0.496,2.106,-0.521,1.68,False,False,False,False,False,False,False,False,False,False
2.778,0.83,1.046,3.562,6.652,False,False,False,False,False,False,False,False,False,False
2.634,0.223,1.298,0.943,3.131,False,False,False,False,False,False,False,False,False,False
2.08,0.891,0.816,2.729,4.62,False,False,False,False,False,False,False,False,False,False
2.536,0.496,1.482,0.204,3.03,False,False,False,False,True,False,False,False,False,False
2.034,0.64,1.727,0.8,2.072,False,False,False,False,False,False,False,False,False,False
2.755,0.83,1.656,2.957,3.746,False,False,False,False,False,False,False,False,False,False
1.892,1.441,0.776,3.426,6.087,False,False,False,False,False,False,False,False,False,False
3.402,0.604,1.517,3.451,5.086,False,False,False,False,False,False,False,False,False,False
3.219,0.811,1.127,2.604,4.759,False,False,False,False,False,False,False,False,False,False
3.137,0.251,1.335,1.141,2.412,False,False,False,False,False,False,False,False,False,False
3.195,0.496,1.133,2.222,4.446,False,False,False,False,True,False,False,False,False,False
1.0,1.15,0.968,0.996,3.499,False,False,False,False,True,False,False,False,False,False
3.343,1.068,0.923,2.538,3.327,False,False,False,False,False,False,False,False,False,False
2.126,1.278,0.896,4.634,5.361,False,False,False,False,False,False,False,False,False,False
2.019,1.126,0.793,3.314,4.737,False,False,False,False,False,False,False,False,False,False
2.217,0.764,0.859,2.269,5.308,True,False,False,False,False,False,False,False,False,False
2.019,1.126,0.793,3.314,5.001,False,False,False,False,False,False,False,False,False,False
2.025,0.932,0.851,2.212,4.672,True,False,False,False,False,False,False,False,False,False
2.479,0.887,0.954,1.748,4.181,False,False,False,False,False,False,False,False,False,False
1.946,0.223,1.929,-0.172,0.534,False,False,False,False,False,False,False,False,False,False
3.651,1.151,0.911,2.278,4.54,False,False,False,False,False,True,False,False,False,False
3.252,0.223,1.077,2.51,4.093,False,False,False,False,False,False,False,False,False,False
2.987,1.076,0.921,3.318,6.077,False,False,False,False,True,False,False,False,False,False
3.405,0.251,1.56,1.272,4.132,False,False,False,False,False,False,False,False,False,False
2.43,0.496,0.849,1.237,3.133,False,False,False,False,True,False,False,False,False,False
2.233,1.07,0.841,3.377,5.251,True,False,False,False,False,False,False,False,False,False
2.065,1.062,0.852,2.463,4.399,False,False,False,False,False,False,False,False,False,False
2.469,0.582,0.913,2.688,4.002,False,False,False,False,False,False,False,False,False,False
3.08,0.223,1.583,1.442,3.757,True,False,False,False,False,False,False,False,False,False
1.634,0.798,1.093,0.68,2.569,False,False,False,False,False,False,False,False,False,False
3.596,0.972,0.941,4.179,4.828,False,False,False,False,True,False,False,False,False,False
1.634,0.713,1.19,0.501,2.319,False,False,False,False,False,False,False,False,False,False
3.675,1.112,1.314,3.474,4.706,False,False,False,False,True,False,False,False,False,False
3.333,0.405,0.963,2.974,4.632,True,False,False,False,False,False,False,False,False,False
2.396,0.223,1.778,0.347,0.778,False,False,False,False,False,False,False,False,False,False
2.026,0.223,1.667,0.202,0.855,False,False,False,False,True,False,False,False,False,False
1.751,0.629,1.483,-0.317,0.361,False,False,False,False,False,False,False,False,False,False
2.189,1.586,2.0,3.291,5.242,False,False,False,False,False,False,False,False,False,False
1.333,0.754,1.148,-0.386,3.487,False,False,False,False,True,False,False,False,False,False
2.034,0.331,2.672,-0.273,0.841,True,False,False,False,False,False,False,False,False,False
0.973,0.988,1.489,0.18,2.725,False,False,False,False,True,False,False,False,False,False
3.828,1.259,0.966,4.279,8.604,True,False,False,False,False,True,False,False,False,False
3.029,0.331,2.13,0.967,1.885,False,False,False,False,True,False,False,False,False,False
3.003,0.134,1.413,2.242,2.647,False,False,False,False,False,False,False,False,False,False
3.74,0.134,1.581,2.274,4.396,False,False,False,False,False,False,False,False,False,False
2.555,1.11,1.686,0.289,2.601,False,False,False,False,False,False,False,False,False,False
3.86,0.223,1.55,3.661,4.51,False,False,False,False,True,False,False,False,False,False
3.98,0.223,1.723,2.894,4.703,False,False,False,False,False,False,False,False,False,False
1.783,0.331,1.667,0.087,1.777,False,False,False,False,False,False,False,False,False,False
2.126,0.251,1.719,0.087,2.458,False,False,False,False,False,False,False,False,False,False
4.191,0.762,2.195,1.239,2.618,False,False,False,False,False,False,False,False,False,False
3.065,0.923,1.317,1.271,2.015,False,False,False,False,False,False,False,False,False,False
3.961,0.405,1.083,3.987,5.842,True,False,False,False,False,False,False,False,False,False
3.005,1.683,0.774,4.804,7.287,False,False,False,False,False,False,False,False,False,False
4.36,0.405,1.228,4.235,6.665,True,False,False,False,False,True,False,False,False,False
3.027,0.331,1.011,1.807,3.009,False,False,False,False,True,False,False,False,False,False
2.448,0.638,0.921,1.701,3.513,False,False,False,False,False,False,False,False,False,False
3.461,0.223,1.111,2.357,3.393,False,False,False,False,True,False,False,False,False,False
4.219,1.033,0.963,4.246,9.354,False,False,False,False,True,False,False,False,False,False
2.479,0.887,0.954,1.748,4.208,False,False,False,False,False,False,False,False,False,False
3.676,0.405,1.524,2.289,3.976,False,False,False,False,True,False,False,False,False,False
3.033,0.693,1.312,1.21,4.832,True,False,False,False,False,False,False,False,False,False
2.684,0.988,1.226,3.076,4.404,False,False,False,False,True,False,False,False,False,False
2.396,0.223,1.778,0.347,1.121,False,False,False,False,False,False,False,False,False,False
2.748,0.223,1.705,0.8,1.589,False,False,False,False,False,False,False,False,False,False
3.035,0.223,1.662,1.209,2.217,False,False,False,False,False,False,False,False,False,False
2.585,0.0,0.917,2.255,3.502,False,False,False,False,False,False,False,False,False,False
1.439,1.079,1.867,2.226,3.402,False,False,False,False,False,False,False,False,False,False
3.444,0.88,1.466,1.95,4.004,False,False,False,False,False,False,True,False,False,False
5.158,0.134,1.791,3.118,6.04,False,False,False,False,False,False,False,False,False,False
2.526,0.713,1.201,2.213,3.561,True,False,False,False,False,False,False,False,False,False
3.593,1.236,1.166,4.268,7.607,False,False,False,False,False,False,False,False,False,False
3.376,1.278,0.915,5.934,4.862,False,False,False,False,False,False,False,False,False,False
3.98,0.452,2.013,-0.022,1.81,False,False,False,False,False,False,False,False,False,False
4.305,0.223,1.348,3.909,5.192,False,False,True,False,False,True,False,False,False,False
2.926,0.582,1.939,1.548,3.046,False,False,False,False,False,False,False,False,False,False
4.166,0.134,1.556,4.098,5.912,False,False,False,False,False,False,False,False,False,False
2.938,1.385,1.225,1.02,4.593,False,False,False,False,False,True,False,False,False,False
4.536,0.223,1.29,4.907,6.634,False,False,False,False,False,False,False,False,False,False
3.134,0.223,1.319,1.795,4.804,False,False,False,False,False,False,False,False,False,False
2.165,0.134,1.912,-0.172,2.3,False,False,False,False,False,False,False,False,False,False
1.126,0.134,1.431,-0.317,1.399,False,False,False,False,False,False,False,False,False,False
1.429,0.223,1.75,-0.317,3.076,True,False,False,False,False,False,False,False,False,False
1.429,0.223,1.804,-0.564,2.72,False,False,False,False,False,False,False,False,False,False
1.0,0.83,1.432,1.672,2.856,False,False,False,False,True,False,False,False,False,False
0.965,0.64,1.695,0.202,3.272,False,False,False,False,True,False,False,False,False,False
3.001,0.134,2.92,-2.884,2.375,False,False,False,False,False,False,False,False,False,False
2.748,0.223,1.705,0.8,1.063,False,False,False,False,False,False,False,False,False,False
1.279,0.811,1.313,0.58,2.925,False,False,False,False,False,False,False,False,False,False
3.08,0.223,1.583,1.442,3.061,False,False,False,False,True,False,False,False,False,False
1.523,1.028,1.512,0.996,2.693,False,False,False,False,True,False,False,False,False,False
1.832,1.209,1.364,-0.792,3.828,False,False,False,False,False,False,False,False,False,False
1.701,1.443,1.905,2.957,4.44,False,False,False,False,False,False,False,False,False,False
1.094,1.236,1.461,0.996,1.911,False,False,False,False,True,False,False,False,False,False
2.931,1.71,0.935,5.124,7.017,False,True,False,False,False,True,False,False,False,False
2.126,0.83,1.455,2.459,4.184,True,False,False,False,False,False,False,False,False,False
3.641,0.331,1.933,1.971,3.246,True,False,False,False,False,False,False,False,False,False
2.137,0.223,1.179,0.655,3.841,False,False,False,False,False,False,False,False,False,False
3.514,0.0,1.375,3.038,4.465,False,True,False,False,False,True,False,False,False,False
3.668,0.134,1.132,2.502,3.782,False,False,False,False,False,False,False,False,False,False
2.632,0.429,1.176,1.074,2.975,False,False,False,False,False,False,False,False,False,False
2.465,1.586,1.0,3.558,7.591,False,False,False,False,False,False,False,True,False,False
2.33,0.58,1.776,-0.741,0.89,False,False,False,False,False,True,False,False,False,False
3.465,0.0,0.963,3.267,3.407,False,False,False,True,False,False,False,False,False,False
3.277,0.223,1.633,1.587,2.182,False,False,False,False,False,False,False,False,False,False
2.866,0.223,1.288,1.442,1.906,False,False,False,False,False,False,False,False,False,False
3.738,1.131,1.584,2.558,4.422,True,False,False,False,False,True,False,False,False,False
2.08,1.033,0.902,3.157,3.693,False,False,False,False,False,False,False,False,False,False
3.739,0.0,1.204,3.374,5.689,True,False,False,False,True,False,False,False,False,False
3.191,0.223,1.154,1.737,2.686,False,False,False,False,False,False,False,False,False,False
3.815,1.825,1.351,-0.45,4.691,False,False,False,False,False,False,False,False,False,False
4.628,1.209,1.968,2.437,4.551,False,False,False,False,False,False,False,False,False,False
3.41,0.223,1.278,1.947,2.737,True,False,False,False,False,True,False,False,False,False
2.739,0.0,1.3,1.974,2.953,True,False,False,False,True,False,False,False,False,False
2.748,0.223,1.705,0.8,1.691,False,False,False,False,False,False,False,False,False,False
2.024,0.83,1.761,2.226,2.928,False,False,False,False,False,False,False,False,False,False
2.665,0.251,1.762,-0.534,1.817,False,False,False,False,False,False,False,False,False,False
2.748,0.223,1.705,0.8,1.305,False,False,False,False,False,False,False,False,False,False
2.462,0.223,1.625,0.655,1.352,False,False,False,False,True,False,False,False,False,False
2.377,0.331,1.734,-0.534,1.474,False,False,False,False,False,False,False,False,False,False
3.2,1.531,1.059,3.089,6.16,False,False,False,False,False,False,False,False,False,False
1.439,1.079,1.867,2.226,3.213,False,False,False,False,False,False,False,False,False,False
1.126,1.079,1.44,2.081,3.47,True,False,False,False,True,False,False,False,False,False
1.636,0.331,1.265,-0.38,2.766,True,False,False,False,True,False,False,False,False,False
2.024,0.405,2.065,0.133,2.269,False,False,False,False,True,False,False,False,False,False
1.5,1.278,1.868,2.604,3.916,False,False,False,False,False,False,False,False,False,False
3.957,0.223,1.269,2.998,4.577,False,True,False,False,False,False,True,False,False,False
3.383,1.408,0.892,4.804,5.44,False,False,False,False,False,False,False,False,False,False
3.819,0.615,0.864,4.878,3.715,False,False,False,False,False,False,False,False,False,False
3.044,1.028,0.959,3.762,5.95,True,False,False,False,False,False,False,False,False,False
3.776,0.405,0.92,3.306,4.691,False,False,False,False,False,False,False,False,False,False
3.39,0.934,0.889,4.436,5.264,False,False,False,False,False,False,False,False,False,False
3.645,0.223,1.155,3.105,4.81,False,False,False,False,False,False,False,False,False,False
3.921,0.251,1.398,1.622,3.416,False,False,False,False,False,False,False,False,False,False
3.993,0.223,1.214,3.563,4.611,True,False,False,False,False,False,False,False,False,False
2.507,0.405,1.652,0.888,2.495,False,False,False,False,False,True,False,False,False,False
4.566,0.357,1.394,3.903,6.923,False,False,False,True,True,False,False,False,False,False
2.377,1.278,0.974,4.658,5.372,False,False,False,False,False,False,False,False,False,False
2.118,0.956,2.539,-0.406,3.845,False,False,False,False,False,False,False,False,False,False
2.523,0.56,1.602,0.052,4.384,True,False,False,False,True,False,False,False,False,False
3.361,0.223,1.342,2.129,5.485,False,False,False,False,False,False,False,False,False,False
3.7,0.223,1.556,3.358,3.971,False,False,False,False,True,False,False,False,False,False
2.818,0.83,1.386,2.899,3.92,False,False,False,False,False,False,False,False,False,False
3.465,0.0,0.802,3.958,4.984,False,False,False,False,False,False,False,False,False,False
3.003,0.134,1.032,2.152,4.171,False,False,False,False,False,False,False,False,False,False
4.268,0.916,1.19,1.936,7.849,False,False,False,False,False,True,False,False,False,False
3.26,0.405,0.921,2.782,4.578,False,False,False,False,False,False,False,False,False,False
3.426,0.85,1.792,2.59,4.377,False,False,False,False,False,False,False,False,False,False
3.888,0.693,0.978,4.633,6.6,False,False,False,False,False,True,False,False,False,False
3.477,0.693,1.344,2.577,4.116,False,False,False,False,False,True,False,False,False,False
4.05,0.693,1.381,3.618,5.49,False,False,False,False,False,True,False,False,False,False
4.05,0.693,1.381,3.618,5.367,False,False,False,False,False,True,False,False,False,False
3.557,0.331,1.301,2.209,4.711,False,True,False,False,True,False,False,False,False,False
4.073,0.693,1.171,4.091,5.224,False,False,False,False,False,True,False,False,False,False
2.744,0.496,0.753,3.018,4.284,False,False,False,False,False,False,False,False,False,False
3.252,0.134,0.875,2.859,5.292,False,False,False,False,False,False,False,False,False,False
2.815,0.56,1.585,0.43,2.758,False,False,False,False,False,True,False,False,False,False
2.031,0.854,2.591,-0.816,2.689,False,False,False,False,False,False,False,False,False,False
3.265,0.496,0.962,3.055,4.732,False,False,False,False,True,False,False,False,False,False
2.085,1.079,0.895,4.063,4.89,False,False,False,False,False,False,False,False,False,False
2.351,1.586,1.25,3.659,6.416,False,False,False,False,False,False,False,True,False,False
2.822,0.811,1.524,-2.089,0.6,False,False,False,False,False,False,False,False,False,False
3.315,0.916,1.753,-0.439,2.501,False,False,False,False,False,True,False,False,False,False
1.417,0.898,0.648,2.042,4.421,False,False,False,False,False,False,False,False,False,False
2.118,0.934,0.913,2.956,4.988,True,False,False,False,False,False,False,False,False,False
1.925,1.16,0.801,3.314,4.499,False,False,False,False,False,False,False,False,False,False
2.536,0.429,0.871,1.237,2.537,False,False,False,False,True,False,False,False,False,False
2.43,0.496,0.946,2.241,3.568,False,False,False,False,False,False,False,False,False,False
1.822,0.829,0.834,2.509,3.731,False,False,False,False,False,False,False,False,False,False
2.125,0.638,0.831,1.348,2.939,False,False,False,False,False,False,False,False,False,False
3.098,0.93,1.075,2.702,6.236,False,False,False,False,False,False,False,False,False,False
3.26,0.811,0.702,4.412,6.298,False,False,False,False,False,False,False,False,False,False
2.982,0.496,1.151,1.783,3.522,False,False,False,False,True,False,False,False,False,False
2.019,1.126,0.793,3.314,4.73,False,False,False,False,False,False,False,False,False,False
2.508,0.58,0.941,1.701,3.789,False,False,False,False,False,False,False,False,False,False
3.461,0.223,1.12,2.813,4.672,False,False,False,False,False,False,False,False,False,False
2.233,0.64,0.92,2.37,4.75,True,False,False,False,False,False,False,False,False,False
2.477,0.405,0.876,1.667,4.725,True,False,False,False,False,False,False,False,False,False
3.394,0.0,0.868,3.677,4.199,False,False,False,False,False,False,False,False,False,False
2.937,0.499,0.8,3.945,4.849,False,False,False,False,False,False,False,False,False,False
3.012,0.223,0.76,2.637,4.538,False,False,False,False,False,False,False,False,False,False
3.315,0.223,0.799,3.127,4.507,False,False,False,False,False,False,False,False,False,False
2.11,1.15,0.72,3.157,5.518,True,False,False,False,False,False,False,False,False,False
4.278,0.405,1.345,3.546,4.668,False,False,False,False,False,False,False,False,False,False
3.179,0.0,0.805,3.386,4.322,False,False,False,False,False,False,False,False,False,False
2.834,0.134,1.009,2.066,3.448,False,False,False,False,False,False,False,False,False,False
2.448,0.638,1.121,1.701,2.904,False,False,False,False,False,False,False,False,False,False
3.921,0.134,1.789,2.502,3.861,False,False,False,False,False,False,False,False,False,False
3.532,0.134,1.518,2.813,3.959,False,False,False,False,False,False,False,False,False,False
3.585,0.331,1.491,2.224,3.53,False,False,False,False,False,False,False,False,False,False
3.086,0.948,0.751,3.586,5.107,False,False,False,False,False,False,False,False,False,False
3.465,0.0,0.837,3.876,4.809,False,False,False,False,False,False,False,False,False,False
3.315,0.223,0.799,3.127,4.44,False,False,False,False,False,False,False,False,False,False
1.855,1.179,1.44,1.587,2.838,False,False,False,False,False,False,False,False,False,False
2.866,0.223,1.288,1.335,3.411,False,True,False,False,False,False,False,False,False,False
2.137,0.223,1.179,0.655,3.288,False,False,False,False,False,False,False,False,False,False
3.036,0.405,1.205,2.351,4.247,False,False,False,False,True,False,False,False,False,False
3.111,0.405,1.05,1.756,5.169,False,False,False,False,False,True,False,False,False,False
2.677,0.331,1.582,0.586,2.895,False,False,False,False,True,False,False,False,False,False
1.962,1.345,0.783,3.617,5.348,False,False,False,False,False,False,False,False,False,False
2.442,0.934,0.984,2.991,4.208,False,False,False,False,True,False,False,False,False,False
3.171,0.134,1.011,2.186,3.984,False,False,False,False,False,False,False,False,False,False
2.982,0.496,1.151,1.783,3.665,False,False,False,False,True,False,False,False,False,False
3.874,0.638,1.352,2.575,4.561,False,False,False,True,True,False,False,False,False,False
2.43,0.496,0.83,1.132,4.628,True,False,False,False,False,False,False,False,False,False
2.435,1.113,1.109,2.354,2.839,False,False,False,False,True,False,False,False,False,False
3.247,0.874,1.221,2.659,4.262,False,False,False,False,True,False,False,False,False,False
2.928,1.113,1.185,2.927,4.141,False,False,False,False,True,False,False,False,False,False
3.235,1.131,0.996,2.723,5.354,False,False,False,False,False,False,False,False,False,False
3.177,0.629,0.871,3.315,3.365,False,False,False,False,False,False,False,False,False,False
2.495,0.56,0.835,1.099,4.023,True,False,False,False,False,False,False,False,False,False
2.233,0.57,0.883,1.501,3.325,False,False,False,False,False,False,False,False,False,False
3.179,0.0,1.063,2.942,3.811,False,False,False,False,False,False,False,False,False,False
2.728,0.223,0.953,1.859,3.897,False,False,False,False,False,False,False,False,False,False
2.62,0.499,0.99,3.21,4.23,False,False,False,False,False,False,False,False,False,False
2.126,0.83,0.899,3.478,4.194,False,False,False,False,False,False,False,False,False,False
2.216,0.582,0.839,2.127,4.353,False,False,False,False,False,False,False,False,False,False
2.62,0.288,0.839,3.045,3.753,False,False,False,False,False,False,False,False,False,False
2.834,0.134,0.95,1.859,3.12,False,False,False,False,False,False,False,False,False,False
2.086,0.64,0.838,2.127,3.995,False,False,False,False,False,False,False,False,False,False
3.407,0.0,1.111,3.259,4.192,False,False,False,False,False,False,False,False,False,False
3.012,0.223,1.023,2.193,3.92,False,False,False,False,False,False,False,False,False,False
2.477,0.83,0.983,3.795,4.54,False,False,False,False,False,False,False,False,False,False
2.477,0.83,0.983,3.795,4.743,False,False,False,False,False,False,False,False,False,False
2.08,0.891,0.816,2.729,4.332,False,False,False,False,False,False,False,False,False,False
2.888,0.251,0.944,1.246,1.935,False,False,False,False,False,False,False,False,False,False
2.08,0.891,0.816,2.729,4.989,False,False,False,False,False,False,False,False,False,False
2.126,1.278,0.896,4.634,5.815,False,False,False,False,False,False,False,False,False,False
1.925,1.16,0.801,3.314,5.192,False,False,False,False,False,False,False,False,False,False
3.69,0.223,0.883,3.887,6.644,False,False,False,False,False,False,False,False,False,False
3.814,0.331,1.225,3.345,3.698,False,False,False,False,True,False,False,False,False,False
2.888,0.405,1.472,1.522,5.105,True,False,False,False,False,True,False,False,False,False
2.824,0.223,1.051,1.533,4.05,False,False,False,False,False,False,False,False,False,False
1.855,1.067,1.244,1.587,3.487,False,False,False,False,False,False,False,False,False,False
2.802,0.223,1.6,1.064,3.937,True,False,False,False,False,False,False,False,False,False
1.92,1.079,1.738,2.604,3.408,False,False,False,False,False,False,False,False,False,False
2.802,0.223,1.6,1.064,1.748,False,False,False,False,True,False,False,False,False,False
2.435,0.331,1.532,0.586,2.014,False,False,False,False,True,False,False,False,False,False
3.611,0.331,2.017,1.393,2.859,False,False,False,False,False,False,False,False,False,False
2.215,0.887,0.888,1.395,4.084,False,False,False,False,False,False,False,False,False,False
3.16,1.028,0.809,3.842,5.939,False,False,False,False,False,False,False,False,False,False
3.26,0.405,1.151,2.11,3.835,True,False,False,False,False,False,False,False,False,False
1.965,0.405,1.169,-0.145,3.66,True,False,False,False,False,False,False,False,False,False
1.783,0.629,0.75,0.736,3.46,True,False,False,False,False,False,False,False,False,False
2.348,0.762,0.85,2.621,3.769,False,False,False,False,False,False,False,False,False,False
3.461,0.223,1.12,2.813,4.463,False,False,False,False,False,False,False,False,False,False
3.407,0.0,1.111,3.259,4.279,False,False,False,False,False,False,False,False,False,False
2.824,0.223,1.0,2.102,2.87,False,False,False,False,True,False,False,False,False,False
2.233,0.64,0.92,2.102,3.615,False,False,False,False,True,False,False,False,False,False
2.08,0.496,0.858,1.887,3.022,False,False,False,False,False,False,False,False,False,False
2.434,1.17,0.996,1.391,3.575,True,False,False,False,False,False,False,False,False,False
2.765,0.331,0.951,1.49,2.55,False,False,False,False,True,False,False,False,False,False
2.43,0.496,0.946,2.241,3.66,False,False,False,False,False,False,False,False,False,False
2.252,1.075,0.885,2.005,5.303,False,False,False,False,False,False,False,False,False,False
2.508,0.58,0.941,1.701,3.242,False,False,False,False,False,False,False,False,False,False
2.508,0.58,0.941,1.701,3.345,False,False,False,False,False,False,False,False,False,False
2.251,0.638,0.871,1.61,4.416,True,False,False,False,False,False,False,False,False,False
2.094,0.827,0.86,1.886,4.239,False,False,False,False,False,False,False,False,False,False
3.739,0.0,1.25,3.267,4.638,False,True,False,False,False,True,False,False,False,False
3.332,0.134,1.519,2.51,3.415,False,False,False,False,False,False,False,False,False,False
2.43,0.496,0.946,2.241,3.441,False,False,False,False,False,False,False,False,False,False
2.815,0.56,1.585,0.43,4.59,True,False,False,False,True,False,False,False,False,False
1.5,0.405,1.669,-0.386,2.661,False,False,False,False,True,False,False,False,False,False
3.126,0.693,1.69,1.024,4.282,False,True,False,False,False,True,False,False,False,False
3.86,0.223,1.429,2.502,3.919,False,False,False,False,False,False,False,False,False,False
1.814,1.316,1.074,1.119,3.35,False,False,False,False,True,False,False,False,False,False
3.69,1.159,1.295,4.449,5.749,False,False,False,False,False,True,False,False,False,False
4.211,0.932,1.045,4.832,8.916,False,False,False,False,True,False,False,False,False,False
2.16,1.16,1.607,1.94,3.13,False,False,False,False,False,False,False,False,False,False
4.327,0.56,1.254,3.399,6.683,False,True,False,False,False,False,False,False,True,False
3.057,1.636,0.995,4.452,8.433,False,False,False,False,False,True,False,False,False,False
3.401,0.732,1.185,2.791,3.529,False,False,False,False,True,False,False,False,False,False
2.086,1.501,0.766,3.909,6.093,False,False,False,False,False,False,False,False,False,False
3.08,0.223,1.462,1.442,2.494,False,True,False,False,False,False,False,False,False,False
3.41,0.134,1.722,-1.174,3.017,False,False,False,False,False,False,False,False,False,False
3.101,1.535,1.326,1.655,6.238,False,False,False,False,True,False,False,False,False,False
3.599,0.702,1.514,3.247,6.183,False,True,False,False,True,False,False,False,False,False
2.986,0.961,1.669,1.798,3.152,False,False,False,False,False,False,False,True,False,False
2.804,1.11,0.618,1.317,6.254,False,False,False,False,False,False,False,False,False,True
3.67,0.728,2.11,2.288,2.964,False,False,False,False,False,False,True,False,False,False
3.475,0.405,0.875,3.148,4.803,True,False,False,False,False,True,False,False,False,False
2.801,0.728,2.226,0.736,3.109,False,False,False,False,False,True,False,False,False,False
3.652,0.872,0.867,3.983,4.04,False,True,False,False,False,False,True,False,False,False
3.763,0.916,0.878,2.918,4.818,False,False,False,False,False,False,False,False,False,True
2.831,1.393,1.077,0.906,5.317,False,False,False,False,True,False,False,False,False,False
4.057,1.032,1.183,4.754,8.201,True,False,False,False,False,False,True,False,False,False
